name_en,name_fr,serving_size,serving_size_fr,calories,fat,saturated_fat,trans_fat,polyunsaturated_fat,monounsaturated_fat,cholesterol,sodium,carbohydrates,dietary_fiber,sugars,protein,vitamin_d,calcium,iron,potassium,vitamin_a,vitamin_c,serving_size_100,calories_100,fat_100,saturated_fat_100,trans_fat_100,polyunsaturated_fat_100,monounsaturated_fat_100,cholesterol_100,sodium_100,carbohydrates_100,dietary_fiber_100,sugars_100,protein_100,vitamin_d_100,calcium_100,iron_100,potassium_100,vitamin_a_100,vitamin_c_100
Cheese Risotto,Risotto au Fromage,1 cup,1 tasse,356,13.12,7.975,-,0.58,3.587,40,814,44.25,0.6,6.97,14.02,1,347,2.27,265,105,0,100 g,174,6.43,3.909,-,0.284,1.758,20,399,21.69,0.3,3.42,6.87,1,170,1.11,130,52,0
Cheese Souffle,Soufflé au Fromage,1 cup,1 tasse,194,14.76,5.76,-,2.349,5.57,134,307,5.88,0.1,2.58,9.16,-,178,0.83,123,162,0,100 g,204,15.54,6.063,-,2.473,5.863,141,323,6.19,0.1,2.72,9.64,-,187,0.87,130,171,0
Cheese Spread,Fromage à tartiner,1 tbsp,1 cuillère à soupe,44,3.24,2.032,-,0.095,0.948,8,205,1.33,0,1.12,2.5,-,86,0.05,37,26,0,100 g,290,21.23,13.327,-,0.624,6.219,55,1345,8.73,0,7.32,16.41,-,562,0.33,242,173,0
Cheese Strudel,Strudel au Fromage,100 g,100g,305,12.78,6.071,-,1.578,4.312,66,174,37.71,0.7,21.17,10.1,-,142,1.33,102,123,0.6,100 g,305,12.78,6.071,-,1.578,4.312,66,174,37.71,0.7,21.17,10.1,-,142,1.33,102,123,0.6
Cheeseburger,Cheeseburger,1 sandwich,1 sandwich,319,15.15,6.467,-,1.54,5.773,50,500,31.75,-,-,14.77,0,141,2.44,164,46,0,100 g,313,14.85,6.34,-,1.51,5.66,49,490,31.13,-,-,14.48,0,138,2.39,161,45,0
Cheeseburger (Single Patty with Condiments),Cheeseburger (Single Galette avec Condiments),1 sandwich,1 sandwich,295,14.15,6.308,-,01.09,5.347,37,616,26.53,-,-,15.96,-,111,2.43,223,86,1.9,100 g,261,12.52,5.582,-,0.965,4.732,33,545,23.48,-,-,14.12,-,98,2.15,197,76,1.7
Cheeseburger with 1/4 Lb Meat Grilled Onions on Rye Bun,Cheeseburger avec 1/4 lb de viande d'oignons grillés sur pain de seigle,1 (1/4 lb) cheeseburger,1 (1/4 lb) cheeseburger,437,23.92,8.42,-,2.326,10.539,70,662,30.29,3.7,4.17,23.99,-,113,3.39,366,68,1.3,100 g,239,13.07,4.601,-,1.271,5.759,38,362,16.55,2,2.28,13.11,-,62,1.85,200,37,0.7
Cheeseburger with 1/4 Lb Meat on Bun,Cheeseburger avec 1/4 Lb de Viande sur Petit Pain,1 (1/4 lb) cheeseburger,1 (1/4 lb) cheeseburger,552,29.9,12.86,-,2.23,11.724,101,994,35.46,1.5,6.11,33.17,-,285,4.38,383,61,0,100 g,300,16.25,6.989,-,1.212,6.372,55,540,19.27,0.8,3.32,18.03,-,155,2.38,208,33,0
Cheeseburger with Bacon and Condiments,Cheeseburger avec bacon et condiments,1 sandwich,1 sandwich,608,36.76,16.244,-,2.71,14.488,111,1043,37.13,-,-,32,-,162,4.74,332,82,2.1,100 g,312,18.85,8.33,-,1.39,7.43,57,535,19.04,-,-,16.41,-,83,2.43,170,42,1.1
Cheeseburger with Tomato and/or Catsup on Bun,Cheeseburger avec Tomate et/ou Catsup sur Pain,1 cheeseburger,1 cheeseburger,351,14.81,6.244,-,1.565,5.562,46,785,35.74,1.8,8.79,18.01,-,190,2.97,318,38,5.1,100 g,276,11.66,4.917,-,1.232,4.379,36,618,28.14,1.4,6.92,14.18,-,150,2.34,250,30,4
Cheesecake,cheesecake,1 piece (1/6 of 17 oz cake),1 morceau (1/6 de gâteau de 17 oz),257,18,7.937,-,1.282,6.907,44,166,20.4,0.3,-,4.4,-,41,0.5,72,114,0.3,100 g,321,22.5,9.921,-,1.602,8.634,55,207,25.5,0.4,-,5.5,-,51,0.63,90,142,0.4
Cheesecake (From Mix No-Bake Type),Cheesecake (du type mélange sans cuisson),100 g,100g,274,12.7,6.691,-,0.808,4.519,29,380,35.5,1.9,-,5.5,-,172,0.47,211,96,0.5,100 g,274,12.7,6.691,-,0.808,4.519,29,380,35.5,1.9,-,5.5,-,172,0.47,211,96,0.5
Cheesecake with Fruit,Cheesecake aux Fruits,"1 piece (1/12 of 9"" dia)","1 pièce (1/12 de 9"" de diamètre)",388,19.1,7.631,-,3.242,7.15,67,378,46.72,0.7,37.91,8.88,-,53,1.38,124,200,1.3,100 g,273,13.45,5.374,-,2.283,5.035,47,266,32.9,0.5,26.7,6.25,-,37,0.97,87,141,0.9
Chenin Blanc Wine,Vin Chenin Blanc,1 5 fl oz serving,1 portion de 5 onces liquides,120,0,-,-,-,-,-,-,4.9,-,-,0.1,-,-,-,-,-,-,100 g,81,0,-,-,-,-,-,-,3.31,-,-,0.07,-,-,-,-,-,-
Cherry Cobbler,cerise carmin,1 cup,1 tasse,425,11.52,2.469,-,3.45,4.956,2,434,77.45,2.4,46.44,5.1,-,148,3.62,195,65,2.2,100 g,196,5.31,1.138,-,1.59,2.284,1,200,35.69,1.1,21.4,2.35,-,68,1.67,90,30,1
Cherry Pie,Tarte aux cerises,"1 piece (1/8 of 9"" dia)","1 pièce (1/8 de 9"" de diamètre)",390,16.5,3.843,-,3.082,8.756,0,369,59.7,1.2,21.44,3,-,18,0.72,122,78,1.4,100 g,260,11,2.562,-,2.055,5.837,0,246,39.8,0.8,14.29,2,-,12,0.48,81,52,0.9
Cherry Pie (Commercial),Tarte aux cerises (commerciale),"1 piece (1/6 of 8"" pie)","1 morceau (1/6 de tarte de 8"")",304,12.87,2.998,-,2.404,6.829,0,288,46.57,0.9,16.72,2.34,-,14,0.56,95,61,1.1,100 g,260,11,2.562,-,2.055,5.837,0,246,39.8,0.8,14.29,2,-,12,0.48,81,52,0.9
Cherry Pie (From Recipe),Tarte aux cerises (de la recette),"1 piece (1/8 of 9"" dia)","1 pièce (1/8 de 9"" de diamètre)",486,21.96,5.373,-,5.845,9.565,0,344,69.3,-,-,05.04,-,18,3.33,139,52,1.8,100 g,270,12.2,2.985,-,3.247,5.314,0,191,38.5,-,-,2.8,-,10,1.85,77,29,1
Cherry Pie (Individual Size or Tart),Tarte aux cerises (format individuel ou tarte),1 tart,1 tarte,276,13.23,2.632,-,4.091,5.843,0,257,37.87,1.6,18.99,2.82,-,12,1.29,106,18,1.3,100 g,236,11.31,2.25,-,3.497,4.994,0,220,32.37,1.4,16.23,2.41,-,10,1.1,91,15,1.1
Cherry Pie (One Crust),Tarte aux cerises (une croûte),"1 piece (1/8 of 9"" dia)","1 pièce (1/8 de 9"" de diamètre)",312,11.71,2.332,-,3.624,5.159,0,253,50.33,1.6,30.28,2.85,-,14,2.25,105,40,1.5,100 g,228,8.55,1.702,-,2.645,3.766,0,185,36.74,1.2,22.1,02.08,-,10,1.64,77,29,1.1
Cherry Strudel,Strudel aux cerises,"1 piece (approx 2"" - 2-1/2"" square)","1 pièce (environ 2"" - 2-1/2"" carré)",179,6.41,0.936,-,3.277,1.804,9,82,28.88,1.3,18.05,2.79,-,21,0.88,99,49,2.9,100 g,279,10.02,1.462,-,5.121,2.818,14,128,45.13,2.1,28.2,4.36,-,33,1.38,155,77,4.6
Cherry Tomatoes,Tomates cerises,100 g,100g,18,0.2,0.046,-,0.135,0.051,0,5,3.92,1.2,2.63,0.88,-,10,0.27,237,42,12.7,100 g,18,0.2,0.046,-,0.135,0.051,0,5,3.92,1.2,2.63,0.88,-,10,0.27,237,42,12.7
Cherry Tomatoes,Tomates cerises,5 tomatoes,5 tomates,30,0.00,-,-,-,-,-,9,7.00,2.0,4.00,1.00,-,-,-,403,-,-,5 tomatoes,30,0.00,-,-,-,-,-,9,7.00,2.0,4.00,1.00,-,-,-,403,-,-
Cherub Tomatoes,Tomates Chérubins,1 cup (148 g),1 tasse (148 g),50,1.00,0.000,0.000,-,-,0,10,10.00,4.0,6.00,1.00,-,0,0.00,-,-,-,1 cup (148 g),50,1.00,0.000,0.000,-,-,0,10,10.00,4.0,6.00,1.00,-,0,0.00,-,-,-
Chewing Gum,Chewing-gum,1 stick,1 bâton,7,0.01,0.001,-,0.004,0.002,0,0,1.98,0.1,1.98,0,-,0,0,0,0,0,100 g,247,0.3,0.042,-,0.137,0.079,0,1,66.08,2.4,66.08,0,-,0,0,2,0,0
Chewing Gum (Sugared),Chewing-gum (sucré),1 piece,1 pièce,10,0.01,0.002,-,0.005,0.003,0,0,2.64,0.1,2.64,0,-,0,0,0,0,0,100 g,247,0.3,0.042,-,0.137,0.079,0,1,66.08,2.4,66.08,0,-,0,0,2,0,0
Chewing Gum (Sugarless),Chewing-gum (sans sucre),1 piece,1 pièce,5,0.01,0.001,-,0.005,0.002,0,0,1.9,0,0,0,-,0,0,0,0,0,1 piece,5,0.01,0.001,-,0.005,0.002,0,0,1.9,0,0,0,-,0,0,0,0,0
Chianti Wine,Vin Chianti,1 5 fl oz serving,1 portion de 5 onces liquides,124,0,0,-,0,0,0,7,04.01,0,1.17,0.1,-,12,0.55,146,0,0,100 g,84,0,0,-,0,0,0,5,2.72,0,0.79,0.07,-,8,0.37,99,0,0
Chicken,Poulet,100 g,100g,237,13.49,3.758,-,2.945,5.296,87,404,0,0,0,27.07,-,15,1.25,221,48,0,100 g,237,13.49,3.758,-,2.945,5.296,87,404,0,0,0,27.07,-,15,1.25,221,48,0
Chicken (Skin Not Eaten),Poulet (peau non mangée),100 g,100g,188,7.35,2.023,-,1.676,2.638,88,408,0,0,0,28.69,-,15,1.2,241,16,0,100 g,188,7.35,2.023,-,1.676,2.638,88,408,0,0,0,28.69,-,15,1.2,241,16,0
Chicken Breast,Poitrine de poulet,100 g,100g,195,7.72,2.172,-,1.646,3.005,83,393,0,0,0,29.55,-,14,01.06,243,28,0,100 g,195,7.72,2.172,-,1.646,3.005,83,393,0,0,0,29.55,-,14,01.06,243,28,0
Chicken Breast (Skin Not Eaten),Poitrine de poulet (peau non mangée),100 g,100g,164,3.54,1.002,-,0.764,1.23,84,396,0,0,0,30.76,-,15,01.03,254,6,0,100 g,164,3.54,1.002,-,0.764,1.23,84,396,0,0,0,30.76,-,15,01.03,254,6,0
Chicken Broth Bouillon or Consomme,Bouillon de Poulet Bouillon ou Consomme,1 cup,1 tasse,38,1.37,0.384,-,0.264,0.576,0,763,0.91,0,0.7,4.85,-,10,0.5,206,0,0,100 g,16,0.57,0.16,-,0.11,0.24,0,318,0.38,0,0.29,02.02,-,4,0.21,86,0,0
Chicken Caesar Salad,Salade César au poulet,2.5 cups,"2,5 tasses",150,11.00,3.000,-,-,-,25,400,5.00,1.0,1.00,8.00,-,-,-,-,-,-,2.5 cups,150,11.00,3.000,-,-,-,25,400,5.00,1.0,1.00,8.00,-,-,-,-,-,-
Chicken Chili,Chili au poulet,1 cup,1 tasse,226,8,2.155,-,1.905,2.989,48,986,19.68,6.1,5.7,19.72,-,62,2.98,617,52,10.6,100 g,89,3.15,0.848,-,0.75,1.177,19,388,7.75,2.4,2.25,7.76,-,24,1.17,243,21,4.2
Chicken Curry,Poulet au curry,1/2 chicken breast with sauce,1/2 poitrine de poulet avec sauce,160,8.6,1.752,-,2.433,3.665,45,624,6.11,1.2,2.67,14.8,-,22,1.21,321,81,6.6,100 g,124,6.67,1.358,-,1.886,2.841,35,484,4.74,0.9,02.07,11.47,-,17,0.94,249,63,5.1
Chicken Drumstick,Pilon de poulet,1 small (yield after cooking-bone removed),"1 petit (rendement après cuisson, os retiré)",81,4.2,1.149,-,0.942,1.602,34,157,0,0,0,10.18,-,5,0.5,86,11,0,100 g,214,11.06,3.025,-,2.479,4.215,90,412,0,0,0,26.8,-,12,1.32,227,30,0
Chicken Drumstick (Skin Not Eaten),Pilon de poulet (peau non mangée),100 g,100g,171,5.61,1.468,-,1.359,1.854,92,417,0,0,0,28.05,-,12,1.29,244,18,0,100 g,171,5.61,1.468,-,1.359,1.854,92,417,0,0,0,28.05,-,12,1.29,244,18,0
Chicken Drumstick Meat and Skin (Broilers or Fryers),Viande et peau de pilon de poulet (poulets de chair ou friteuses),1 drumstick-bone removed,1 os de pilon retiré,118,6.34,1.745,-,1.416,2.46,59,61,0,0,0,14.07,-,8,0.75,150,21,2,100 g,161,8.68,2.39,-,1.94,3.37,81,83,0,0,0,19.27,-,11,01.03,206,29,2.7
Chicken Empanadas,Empanadas poulet,1 empanada,1 empanada,235,13.35,2.559,0.924,3.647,6.002,60,184,20.52,0.8,0.38,7.92,0,26,0.7,97,83,0.9,100 g,262,14.84,2.844,1.027,4.053,6.668,67,204,22.8,0.9,0.42,8.8,0,29,0.78,108,93,1
Chicken Fajitas (Diet Frozen Meal),Fajitas au poulet (repas surgelé diététique),1 meal (6.75 oz),"1 repas (6,75 onces)",233,4.97,1.287,-,1.697,1.371,36,584,30.27,2.9,04.05,16.92,-,42,2.64,325,84,68.8,100 g,122,2.6,0.674,-,0.888,0.718,19,306,15.85,1.5,2.12,8.86,-,22,1.38,170,44,36
Chicken Fried Rice,Riz Frit Au Poulet,1 cup,1 tasse,329,11.96,2.435,-,3.372,5.201,105,598,41.82,1.4,1.39,12.45,-,38,2.61,248,42,3,100 g,166,06.04,1.23,-,1.703,2.627,53,302,21.12,0.7,0.7,6.29,-,19,1.32,125,21,1.5
Chicken Gravy (Canned),Sauce au poulet (en conserve),1 cup,1 tasse,188,13.59,3.356,-,3.57,6.069,5,1373,12.9,1,1.86,4.59,-,48,1.12,259,2,0,100 g,79,5.71,1.41,-,1.5,2.55,2,577,5.42,0.4,0.78,1.93,-,20,0.47,109,1,0
Chicken Gumbo Soup,Soupe au poulet et au gombo,1 cup,1 tasse,56,1.44,0.317,-,0.342,0.659,5,954,8.37,2,2.49,2.64,-,24,0.9,76,7,4.9,100 g,23,0.59,0.13,-,0.14,0.27,2,391,3.43,0.8,01.02,01.08,-,10,0.37,31,3,2
Chicken Gyro Sandwich,Sandwich gyroscopique au poulet,1 gyro,1 gyroscope,519,6.32,1.469,0,1.828,1.885,77,1110,77.09,4.2,7.47,35.89,-,156,3.4,694,47,13.3,100 g,133,1.62,0.377,0,0.469,0.483,20,285,19.77,1.1,1.92,9.2,-,40,0.87,178,12,3.4
Chicken Liver Pate (Canned),Pâté de foie de poulet (en conserve),100 g,100g,201,13.1,4,-,2.46,5.28,391,386,6.55,0,0,13.45,-,10,9.19,95,217,10,100 g,201,13.1,4,-,2.46,5.28,391,386,6.55,0,0,13.45,-,10,9.19,95,217,10
Chicken Lo Mein,Poulet Lo Mein,1 cup,1 tasse,278,9.18,1.81,-,2.77,3.68,26,536,33.24,2.8,2.54,15.66,-,36,2.16,336,14,7.6,100 g,139,4.59,0.905,-,1.385,1.84,13,268,16.62,1.4,1.27,7.83,-,18,01.08,168,7,3.8
Chicken Meat (Roasting),Viande De Poulet (Rôtie),100 g,100g,111,2.7,0.67,-,0.67,0.83,65,75,0,0,0,20.33,-,10,01.03,238,13,0,100 g,111,2.7,0.67,-,0.67,0.83,65,75,0,0,0,20.33,-,10,01.03,238,13,0
Chicken Meat and Skin (Roasting),Viande et peau de poulet (rôtie),100 g,100g,216,15.85,4.53,-,3.4,6.64,73,68,0,0,0,17.14,-,10,01.01,196,38,0,100 g,216,15.85,4.53,-,3.4,6.64,73,68,0,0,0,17.14,-,10,01.01,196,38,0
Chicken Meatballs,Boulettes de poulet,1 medium,1 médium,45,1.57,0.45,-,0.354,0.551,23,124,1.94,0.1,0.41,5.43,0,11,0.38,56,8,1.1,100 g,161,5.62,1.608,-,1.263,1.967,82,442,6.94,0.5,1.45,19.39,0,40,1.34,199,28,3.9
Chicken Noodle Soup,Soupe de nouilles au poulet,1 cup,1 tasse,65,2.39,0.658,-,0.663,1.048,14,868,7.4,0,01.06,3.18,-,14,1.66,53,51,0,100 g,27,0.99,0.273,-,0.275,0.435,6,360,03.07,0,0.44,1.32,-,6,0.69,22,21,0
Chicken Nuggets,Nuggets de poulet,1 nugget,1 pépite,48,03.01,0.644,-,0.851,1.276,9,92,2.61,0.1,0.14,2.49,-,2,0.13,42,1,0.1,100 g,297,18.82,4.022,-,5.32,7.977,55,574,16.32,0.9,0.88,15.59,-,14,0.83,261,5,0.6
Chicken or Turkey Chow Mein or Chop Suey with Noodles,Chow Mein au poulet ou à la dinde ou Chop Suey avec nouilles,1 cup,1 tasse,275,13.55,2.415,-,6.081,4.094,44,1054,19.95,2.2,5.13,18.85,-,37,2.33,363,13,7.9,100 g,125,6.16,1.098,-,2.764,1.861,20,479,09.07,1,2.33,8.57,-,17,01.06,165,6,3.6
Chicken or Turkey Garden Salad (Chicken and/or Turkey Other Vegetables Excluding Tomato and Carrots),"Salade du jardin au poulet ou à la dinde (poulet et/ou dinde, autres légumes excluant les tomates et les carottes)",1 cup,1 tasse,65,1.3,0.359,-,0.304,0.429,29,36,1.74,0.7,01.02,11.08,-,16,0.57,178,15,5.3,100 g,72,1.45,0.399,-,0.338,0.477,32,40,1.93,0.8,1.13,12.31,-,18,0.63,198,17,5.9
Chicken or Turkey Garden Salad (Chicken and/or Turkey Tomato and/or Carrots Other Vegetables),"Salade du jardin au poulet ou à la dinde (Poulet et/ou dinde, tomates et/ou carottes, autres légumes)",1 cup,1 tasse,58,1.13,0.31,-,0.275,0.369,24,32,2.13,0.8,1.27,9.49,-,16,0.51,185,35,6.1,100 g,64,1.25,0.344,-,0.306,0.41,27,36,2.37,0.9,1.41,10.54,-,18,0.57,206,39,6.8
Chicken or Turkey Pot Pie,Pâté au poulet ou à la dinde,"1 pie (8 oz-frozen-4""-5"" dia)","1 tarte (8 oz surgelée - 4""-5"" de diamètre)",488,28.17,8.805,-,6.361,11.239,61,588,37.3,3.2,2.93,20.38,-,59,3,352,286,9.3,100 g,215,12.41,3.879,-,2.802,4.951,27,259,16.43,1.4,1.29,8.98,-,26,1.32,155,126,4.1
Chicken or Turkey Salad,Salade de poulet ou de dinde,1 cup,1 tasse,417,31.5,5.662,-,14.942,8.638,100,288,2.55,0.7,0.98,29.48,-,38,1.47,319,51,1.5,100 g,229,17.31,3.111,-,8.21,4.746,55,158,1.4,0.4,0.54,16.2,-,21,0.81,175,28,0.8
Chicken or Turkey Salad with Egg,Salade de poulet ou de dinde aux œufs,1 cup,1 tasse,384,28.59,5.553,-,12.467,8.196,209,446,2.84,0.5,1.29,27.59,-,47,1.57,300,93,2,100 g,211,15.71,3.051,-,6.85,4.503,115,245,1.56,0.3,0.71,15.16,-,26,0.86,165,51,1.1
Chicken or Turkey Souffle,Soufflé au poulet ou à la dinde,1 cup,1 tasse,278,17.89,4.703,-,4.077,7.436,218,525,8.79,0.2,3.88,19.62,-,110,1.59,262,194,0,100 g,175,11.25,2.958,-,2.564,4.677,137,330,5.53,0.1,2.44,12.34,-,69,1,165,122,0
Chicken or Turkey Stew with Potatoes and Vegetables in Tomato- Based Sauce,Ragoût de poulet ou de dinde avec pommes de terre et légumes dans une sauce à base de tomates,1 cup,1 tasse,198,4.45,0.813,-,1.739,1.324,40,593,23.39,4.2,6,16.82,-,59,2.57,664,52,23.2,100 g,80,1.8,0.329,-,0.704,0.536,16,240,9.47,1.7,2.43,6.81,-,24,01.04,269,21,9.4
Chicken Rice Soup,Soupe De Riz Au Poulet,1 cup,1 tasse,60,1.9,0.453,-,0.417,0.906,7,817,7.16,0.7,0.19,3.54,-,19,0.75,101,22,0,100 g,25,0.79,0.188,-,0.173,0.376,3,339,2.97,0.3,0.08,1.47,-,8,0.31,42,9,0
Chicken Salad Spread,Salade de poulet à tartiner,1 tbsp,1 cuillère à soupe,26,1.76,0.448,-,0.809,0.422,4,49,0.96,0,0,1.51,-,1,0.08,24,5,0.1,100 g,200,13.52,3.45,-,6.22,3.25,30,377,7.41,0,0,11.64,-,10,0.61,183,42,1
Chicken Sandwich with Spread,Sandwich au poulet avec tartinade,1 sandwich,1 sandwich,265,7.75,1.617,-,3.175,2.099,49,476,26.16,1.2,2.24,21.28,-,86,2.53,192,9,0,100 g,237,6.92,1.444,-,2.835,1.874,44,425,23.36,1.1,2,19,-,77,2.26,171,8,0
Chicken Sausage,Saucisse au poulet,"1 link (7/8"" dia x 4"" long)","1 maillon (7/8"" de diamètre x 4"" de longueur)",49,2.83,0.726,0.083,0.755,1.021,22,205,0.43,0,0,05.05,-,9,0.37,66,5,0.5,100 g,172,9.98,2.559,0.292,2.662,3.6,79,722,1.52,0,0,17.82,-,32,1.31,232,17,1.9
Chicken Soup,Soupe au poulet,1 cup,1 tasse,75,2.46,0.651,-,0.554,1.109,7,1106,9.35,0.7,0.27,04.05,-,17,0.77,55,36,0.2,100 g,31,01.02,0.27,-,0.23,0.46,3,459,3.88,0.3,0.11,1.68,-,7,0.32,23,15,0.1
Chicken Spring Roll,Rouleau de printemps au poulet,1 spring roll,1 rouleau de printemps,65,2.61,0.555,-,0.71,1.091,29,124,7.12,0.5,0.37,03.03,0,12,0.66,57,12,1.9,100 g,101,04.07,0.867,-,1.109,1.704,45,194,11.12,0.7,0.57,4.73,0,19,01.04,88,19,2.9
Chicken Stir Fry,Sauté de poulet,1 cup,1 tasse,186,10.07,3.245,-,1.763,3.908,154,678,6.45,1.3,3.62,17.32,1,65,2.32,394,185,4.4,100 g,112,6.1,1.967,-,1.068,2.368,93,411,3.91,0.8,2.2,10.5,0,39,1.4,239,112,2.7
Chicken Stock,Stock de poulet,1 cup (8 fl oz),1 tasse (8 onces liquides),12,0.29,0.073,-,0.097,0.122,0,792,1.51,-,-,0.95,-,12,0.12,24,2,0,100 g,5,0.12,0.03,-,0.04,0.05,0,326,0.62,-,-,0.39,-,5,0.05,10,1,0
Chicken Thigh,Cuisse de poulet,1 small (yield after cooking-bone removed),"1 petit (rendement après cuisson, os retiré)",135,8.45,2.362,-,1.865,3.354,51,223,0,0,0,13.67,-,7,0.73,121,28,0,100 g,245,15.36,4.294,-,3.392,6.099,92,406,0,0,0,24.85,-,12,1.33,220,50,0
Chicken Thigh (Skin Not Eaten),Cuisse de poulet (peau non mangée),1 small (yield after cooking-bone and skin removed),"1 petit (rendement après cuisson, os et peau retirés)",95,4.96,1.382,-,1.131,1.893,43,189,0,0,0,11.83,-,6,0.6,109,9,0,100 g,207,10.79,3.005,-,2.459,4.115,94,410,0,0,0,25.72,-,12,1.3,236,20,0
Chicken Thigh Meat (Broilers or Fryers),Viande de cuisse de poulet (poulets de chair ou friteuses),100 g,100g,119,3.91,1,0.106,0.97,1.21,83,86,0,0,0,19.65,-,10,01.04,231,20,0,100 g,119,3.91,1,0.106,0.97,1.21,83,86,0,0,0,19.65,-,10,01.04,231,20,0
Chicken Vegetable Soup (with Equal Volume Water Canned),Soupe au poulet et aux légumes (avec un volume égal d'eau en conserve),1 cup (8 fl oz),1 tasse (8 onces liquides),75,2.84,0.844,-,0.602,1.277,10,945,8.58,1,1.3,3.62,-,17,0.87,154,101,1,100 g,31,1.18,0.35,-,0.25,0.53,4,392,3.56,0.4,0.54,1.5,-,7,0.36,64,42,0.4
Chicken Wing,Aile de poulet,1 small (yield after cooking-bone removed),"1 petit (rendement après cuisson, os retiré)",81,5.4,1.513,-,1.15,2.121,23,113,0,0,0,7.46,-,4,0.35,51,13,0,100 g,288,19.3,5.405,-,4.106,7.576,83,404,0,0,0,26.64,-,15,1.26,183,47,0
Chicken Wing (Skin Not Eaten),Aile de poulet (peau non mangée),1 small (yield after cooking-bone and skin removed),"1 petit (rendement après cuisson, os et peau retirés)",34,1.37,0.381,-,0.3,0.44,14,70,0,0,0,5.14,-,3,0.2,35,3,0,100 g,201,08.06,2.241,-,1.765,2.588,84,414,0,0,0,30.21,-,16,1.15,208,18,0
Chicken Wing Meat and Skin (Broilers or Fryers),Viande et peau d'aile de poulet (poulets de chair ou friteuses),100 g,100g,222,15.97,4.48,0.191,3.39,6.35,77,73,0,0,0,18.33,-,12,0.95,156,44,0.7,100 g,222,15.97,4.48,0.191,3.39,6.35,77,73,0,0,0,18.33,-,12,0.95,156,44,0.7
Chickpeas (Garbanzo Beans Bengal Gram) (Mature Seeds Canned),Pois chiches (haricots pois chiches Bengal Gram) (graines mûres en conserve),100 g,100g,119,1.14,0.118,-,0.51,0.257,0,299,22.62,4.4,-,4.95,-,32,1.35,172,1,3.8,100 g,119,1.14,0.118,-,0.51,0.257,0,299,22.62,4.4,-,4.95,-,32,1.35,172,1,3.8
Chickpeas (Garbanzo Beans Bengal Gram) (Mature Seeds Without Salt Cooked Boiled),Pois chiches (haricots chiches Bengal Gram) (graines mûres sans sel cuites bouillies),100 g,100g,164,2.59,0.269,-,1.156,0.583,0,7,27.42,7.6,4.8,8.86,-,49,2.89,291,1,1.3,100 g,164,2.59,0.269,-,1.156,0.583,0,7,27.42,7.6,4.8,8.86,-,49,2.89,291,1,1.3
Chilaquiles Tortilla Casserole with Salsa and Cheese,Casserole de tortillas Chilaquiles avec salsa et fromage,1 cup,1 tasse,443,32.02,9.073,-,9.735,11.428,23,404,31.88,5.1,5.5,9.74,-,216,1.62,434,137,12.5,100 g,191,13.8,3.911,-,4.196,4.926,10,174,13.74,2.2,2.37,4.2,-,93,0.7,187,59,5.4
Chilaquiles Tortilla Casserole with Salsa Cheese and Egg,Casserole de tortillas Chilaquiles avec salsa et œuf,1 cup,1 tasse,438,31.37,9.041,-,8.781,11.322,197,541,27.35,4.2,05.01,13.5,-,204,2.13,425,174,10.7,100 g,189,13.52,3.897,-,3.785,4.88,85,233,11.79,1.8,2.16,5.82,-,88,0.92,183,75,4.6
Chili,le Chili,1 cup,1 tasse,256,14.2,5.251,0.831,0.623,6.047,41,978,19.68,6.1,5.7,13.46,-,65,3.27,629,26,10.6,100 g,101,5.59,2.067,0.327,0.245,2.381,16,385,7.75,2.4,2.24,5.3,-,26,1.29,247,10,4.2
Chili Con Carne,Chili con carne,1 cup (8 fl oz),1 tasse (8 onces liquides),256,8.27,3.431,-,0.529,3.408,134,1007,21.94,-,-,24.62,-,68,5.19,691,83,1.5,100 g,101,3.27,1.356,-,0.209,1.347,53,398,8.67,-,-,9.73,-,27,02.05,273,33,0.6
Chili Powder,Poudre de chili,1 tbsp,1 cuillère à soupe,24,1.26,0.221,-,0.559,0.268,0,76,4.1,2.6,0.54,0.92,-,21,01.07,144,111,4.8,100 g,314,16.76,2.953,-,7.458,3.574,0,1010,54.66,34.2,7.19,12.26,-,278,14.25,1916,1483,64.1
Chili with Beans (Canned),Chili aux haricots (en conserve),1 cup,1 tasse,287,14.05,6.021,-,0.927,5.97,44,1336,30.49,11.3,3.38,14.62,-,120,8.78,934,44,4.4,100 g,112,5.49,2.352,-,0.362,2.332,17,522,11.91,4.4,1.32,5.71,-,47,3.43,365,17,1.7
Chimichanga,Chimichanga,1 chimichanga,1 chimichanga,308,19.44,5.135,-,5.241,7.884,24,341,22.58,3.3,2.41,11.2,-,101,2.2,345,33,6,100 g,235,14.84,3.92,-,4.001,6.018,18,260,17.24,2.5,1.84,8.55,-,77,1.68,263,25,4.6
Chimichanga with Beef,Chimichanga au Bœuf,1 chimichanga,1 chimichanga,425,19.68,8.505,-,1.136,8.065,9,910,42.8,-,-,19.61,-,63,4.54,586,7,4.7,100 g,244,11.31,4.888,-,0.653,4.635,5,523,24.6,-,-,11.27,-,36,2.61,337,4,2.7
Chimichanga with Beef and Cheese,Chimichanga au Bœuf et Fromage,1 chimichanga,1 chimichanga,443,23.44,11.178,-,0.728,9.434,51,957,39.33,-,-,20.06,-,238,3.84,203,132,2.7,100 g,242,12.81,6.108,-,0.398,5.155,28,523,21.49,-,-,10.96,-,130,2.1,111,72,1.5
